customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
C0185,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),32.67,1018.06
C0186,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.27,2759.63
C0187,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,104.7,7474.57
C0188,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59.96,3664.43
C0189,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.41,2529.9
C0190,Female,0,No,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.61,255.99
C0191,Male,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.63,3301.45
C0192,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.63,7212.53
C0193,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,26.14,371.31
C0194,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,75.78,5027.23
C0195,Male,1,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),118.18,2800.01
C0196,Female,0,No,Yes,50,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.63,4239.7
C0197,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.11,545.66
C0198,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,44.34,164.2
C0199,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,31.04,765.54
C0200,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.51,3193.68
C0201,Male,0,Yes,No,46,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,90.22,4407.38
C0202,Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.72,5102.88
C0203,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,58.83,1482.63
C0204,Male,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),25.08,800.29
C0205,Female,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.19,674.54
C0206,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,43.95,920.32
C0207,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.74,3367.19
C0208,Male,0,Yes,No,71,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.38,3304.38
C0209,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),29.29,648.27
C0210,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.91,723.72
C0211,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49.47,2471.23
C0212,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),64.38,2269.74
C0213,Male,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.16,922.25
C0214,Male,1,No,No,57,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.63,3741.58
C0215,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,116.55,6135.69
C0216,Female,0,No,Yes,49,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.42,2840.26
C0217,Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),31.58,1233.58
C0218,Male,0,No,No,26,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),118.07,3292.33
C0219,Female,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.78,3138.77
C0220,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.34,370.52
C0221,Male,0,No,No,37,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),115.42,4204.99
C0222,Female,0,No,No,29,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.13,593.29
C0223,Male,0,Yes,No,32,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,110.17,3751.5
C0224,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.98,1708.35
C0225,Male,1,Yes,No,43,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,114.31,4651.33
C0226,Male,0,No,Yes,64,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,70.96,4389.83
C0227,Male,1,No,No,17,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,74.88,1379.76
C0228,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),104.85,5607.09
C0229,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),112.65,102.88
C0230,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),29.99,1134.87
C0231,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,21.7,323.98
C0232,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.9,3859.45
C0233,Male,1,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.78,2292.91
C0234,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,32.65,430.49
C0235,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),101.05,2612.02
C0236,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.45,5750.34
C0237,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,109.46,5949.07
C0238,Male,1,No,Yes,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.88,3627.44
C0239,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),95.92,1058.47
C0240,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,103.29,4054.76
C0241,Female,1,No,Yes,10,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),21.95,210.08
C0242,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,71.33,2252.46
C0243,Male,1,Yes,No,40,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,66.05,2498.43
C0244,Male,0,No,No,70,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,50.93,3706.28
C0245,Female,1,No,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),115.41,5912.81
C0246,Female,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,104.41,3818.96
C0247,Male,1,Yes,No,35,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,41.09,1542.75
C0248,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,21.49,655.49
C0249,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,89.69,2478.46
C0250,Male,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.02,2878.14
C0251,Female,0,Yes,Yes,35,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,118.35,4493.59
C0252,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.54,566.3
C0253,Male,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),105.75,4880.54
C0254,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.15,5919.16
C0255,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.22,199.07
C0256,Female,0,Yes,No,72,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,104.17,7345.6
C0257,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,64.61,826.53
C0258,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.29,3097.01
C0259,Female,0,No,No,48,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,34.35,1518.53
C0260,Female,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),115.16,7662.12
C0261,Female,0,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.5,68.88
C0262,Male,0,No,No,1,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,88.0,80.89
C0263,Male,0,No,Yes,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.2,233.11
C0264,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.31,2014.79
C0265,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,93.45,190.42
C0266,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.06,5037.86
C0267,Female,0,Yes,Yes,6,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.5,537.99
C0268,Female,1,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.85,313.79
C0269,Female,0,No,No,36,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),40.41,1463.0
C0270,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,87.8,2293.79
C0271,Male,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.88,1598.23
C0272,Female,0,No,No,11,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,58.46,679.44
C0273,Male,1,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,27.03,1002.25
C0274,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),106.28,2119.5
C0275,Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),23.87,1082.68
C0276,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),36.93,393.01
C0277,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1802.04
C0278,Female,0,Yes,No,21,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,102.06,2183.86
C0279,Female,1,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.06,220.14
C0280,Female,0,No,No,56,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.76,4138.59
C0281,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,87.82,3229.92
C0282,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.35,788.12
C0283,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,81.29,3115.16
C0284,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.29,479.88
C0285,Female,0,No,Yes,41,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.07,4299.37
C0286,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.59,3335.03
C0287,Male,1,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.61,537.67
C0288,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.45,769.97
C0289,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,97.44,3157.76
C0290,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,54.7,1565.42
C0291,Female,1,No,No,31,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,117.09,3585.92
C0292,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.73,2809.28
C0293,Male,0,No,No,35,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.29,2471.56
C0294,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.77,2394.48
C0295,Female,0,No,No,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,73.41,2730.47
C0296,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,34.18,1808.35
C0297,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),33.39,244.08
C0298,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),76.65,4222.55
C0299,Female,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,32.55,798.42
C0300,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.96,889.05
C0301,Female,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.28,2667.87
C0302,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),91.62,3454.87
C0303,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,31.85,246.42
C0304,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,94.48,5526.83
C0305,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),31.97,482.3
C0306,Male,1,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.89,4745.13
C0307,Male,0,No,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.86,222.18
C0308,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),107.65,4583.67
C0309,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),57.09,3381.11
C0310,Male,0,No,Yes,72,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.19,5405.2
C0311,Female,0,Yes,Yes,27,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.21,
C0312,Female,1,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,112.97,353.6
C0313,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.28,5929.84
C0314,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),48.28,2672.72
C0315,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.89,2003.8
C0316,Female,1,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.25,1185.77
C0317,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),117.55,3265.57
C0318,Female,0,No,Yes,21,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),95.12,2119.42
C0319,Female,0,Yes,No,26,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.29,2591.44
C0320,Female,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,96.19,4102.12
C0321,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.53,18.75
C0322,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.79,1738.76
C0323,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.24,1869.86
C0324,Female,1,No,No,67,Yes,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,116.55,8568.02
C0325,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.04,3818.65
C0326,Male,0,No,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),115.31,3436.31
C0327,Male,0,No,No,6,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,60.82,343.77
C0328,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),97.23,6015.23
C0329,Male,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,68.7,140.78
C0330,Female,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.33,779.67
C0331,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,64.52,3158.82
C0332,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.81,2045.58
